,tweet,bias
12858,"The Woodward book is a Joke - just another assault against me, in a barrage of assaults, using now disproven unnamed and anonymous sources. Many have already come forward to say the quotes by them, like the book, are fiction. Dems can’t stand losing. I’ll write the real book!",1
1503,"75 years ago, far from home, on those bloody beachheads of Normandy, thousands of brave young Americans risked everything to prove that freedom, justice, and democracy would never bend before the forces of fascism and intolerance.",0
849,"The first Corvette was #MadeInAmerica (Flint, MI) on this day in 1953. http://t.co/NbnXdjoyiE",0
9202,"JOBS, JOBS, JOBS! https://instagram.com/p/BShtQnLgquy/ pic.twitter.com/B5Qbn6llzE",1
3293,"The seas are rising. Australia is burning. And in this moment of crisis, our President thinks windmills cause cancer. Solving the climate crisis, starts with beating Donald Trump. And once I do, we'll pass my ambitious climate plan. https://t.co/uClGwalbRW",0
3389,"Who in God's name needs a weapon that can hold one hundred rounds? These weapons of war have no place in our communities. I’ve taken on the @NRA to ban them once before, and I’ll do it again in the White House. https://t.co/JPFMzM1kcB",0
17040,"“Schiff, House Intel Chairman, Got Early Account of Whistle-Blower’s Accusations” SCHIFF IS A FRAUD! https://www.nytimes.com/2019/10/02/us/politics/adam-schiff-whistleblower.html …pic.twitter.com/PHdh8PBTGb",1
14868,KEEP AMERICA GREAT!,1
7315,MAKE AMERICA SAFE AND GREAT AGAIN! # TrumpPence16 https://www.facebook.com/DonaldTrump/posts/10157369699375725:0 …pic.twitter.com/cptBaZbV1v,1
14892,".....Despite the fact that the Mueller Report was “composed” by Trump Haters and Angry Democrats, who had unlimited funds and human resources, the end result was No Collusion, No Obstruction. Amazing!",1
11509,I am in Florida and looking forward to my meeting with Prime Minister Abe of Japan. Working on Trade and Military Security.,1
2820,"Every loss is different, but I've found that the way you can overcome enormous tragedy in your life is by finding purpose in your life. https://t.co/AEAK19E8I4",0
10943,"The African American unemployment rate fell to 6.8%, the lowest rate in 45 years. I am so happy about this News! And, in the Washington Post (of all places), headline states, “Trumps first year jobs numbers were very, very good.”",1
12660,pic.twitter.com/wYCNmkkaNR,1
17702,Stock Markets (all three) hit another ALL TIME & HISTORIC HIGH yesterday! You are sooo lucky to have me as your President (just kidding!). Spend your money well!,1
6372,MAKE AMERICA GREAT AGAIN!https://youtu.be/-8hF1vh5k2Y,1
15611,"“I have been in office for many years, the Military is very important to me, and at no time in my professional life has the U.S. Military been as strong as it is right now.” Thank you @ LindseyGrahamSC",1
2194,Las políticas de inmigración del presidente Trump son un asalto a la dignidad humana y todo lo que representamos como nación. Por esto hay que acabar con ellas. https://t.co/otwGtLfHyM,0
8767,"Hillary flunky who lost big. For the 100th time, I never ""mocked"" a disabled reporter (would never do that) but simply showed him.......",1
842,RT to wish @DrBiden a very happy birthday! http://t.co/bgROT9vb7K,0
16157,"....The flags at the White House will be lowered today through Thursday, August 8. Melania and I are praying for all those impacted by this unspeakable act of evil!",1
10019,Will be leaving for Missouri soon for a speech on tax cuts and tax reform - so badly needed!,1
9271,...popular vote. ABC News/Washington Post Poll (wrong big on election) said almost all stand by their vote on me & 53% said strong leader.,1
11558,"So funny, the Democrats have sued the Republicans for Winning. Now he R’s counter and force them to turn over a treasure trove of material, including Servers and Emails!",1
12959,Just returned to the White House from the Great States of North Carolina and South Carolina where incredible work is being done on the ongoing fight against hurricane Florence. Tremendous talent and spirit!,1
4321,"To everyone who has lost a loved one due to COVID-19: I know it's incredibly difficult right now, but there will come a time when their memory brings a smile to your lips before it brings a tear to your eye. It will take time, but that’s when you know you’re going to make it. https://t.co/bGyr3AIbWH",0
2668,"For too long, corporations have stifled workers’ right to organize and collectively bargain for the pay and benefits they deserve.

That ends with a Biden administration.

We will hold corporations and executives personally accountable for interfering with the rights of workers.",0
18268,"Congressman @ Denver4VA Riggleman is a true CONSERVATIVE leader who has done a great job for Virginia and will support our # MAGA Agenda. He defends our right to bear arms, protect our Borders & help small businesses. Denver has my Total Endorsement!",1
15087,"I say openly to President Xi & all of my many friends in China that China will be hurt very badly if you don’t make a deal because companies will be forced to leave China for other countries. Too expensive to buy in China. You had a great deal, almost completed, & you backed out!",1
17050,Thank you Hugh!https://twitter.com/hughhewitt/status/1179552453492183042 …,1
7772,"Join me in Clive, Iowa tomorrow at noon! # AmericaFirst # MAGA Tickets: https://www.donaldjtrump.com/schedule/register/des-moines-ia3/ …pic.twitter.com/l17uzRPyLs",1
607,"Wheels down in Lexington, Kentucky: http://t.co/gQFAJH5w",0
3469,I believe the best way forward is to build on Obamacare with a Medicare-like public option for every single American who wants it. It's the best way to achieve universal coverage without raising taxes on the middle class. Read more: https://t.co/34NCSYhO2C,0
1768,"In a Biden administration, we’ll protect the Affordable Care Act and the progress we’ve made — and won’t rest until every American has the peace of mind that comes with quality, affordable health care.

Read the full plan here: https://t.co/RIhlOcOWK8",0
703,Why Mitt Romney's Cold War mentality is out of date: http://t.co/Rj6HtOiv #RomneyNotReady,0
15959,"Budget Deal gives great victories to our Military and Vets, keeps out Democrat poison pill riders. Republicans and Democrats in Congress need to act ASAP and support this deal.",1
9929,"Publicity seeking Lindsey Graham falsely stated that I said there is moral equivalency between the KKK, neo-Nazis & white supremacists......",1
1770,"At the #AARPIowaForum, I laid out my plan for older Americans. A Biden administration will lower drug costs, protect &amp; strengthen Medicare &amp; Social Security, &amp; help middle-class families grow their savings—because everyone deserves to retire with dignity.

https://t.co/rYVyCoDOAT https://t.co/0ykyiaehBj",0
8119,"Thank you for your support Greensboro, North Carolina. Next stop - Charlotte! # MAGA http://www.DonaldJTrump.com pic.twitter.com/jjde4W1hz2",1
7006,"SC has kept us safe from exec amnesty--for now. But Hillary has pledged to expand it, taking jobs from Hispanic & African-American workers.",1
6692,Thank you! An honor to be the first candidate ever endorsed by the @ NRA- prior to @ GOPconvention! # Trump2016 # 2Ahttps://twitter.com/nra/status/733731153719525377 …,1
18463,"....it’s alienating independents. This President is being persecuted over three years with one investigation after another, and that really plays to his base.” @ FoxNews @ cvpayne Their partisan Witch Hunt is hurting our Country do badly, & only bringing more division than ever!",1
17960,pic.twitter.com/iSzJDM7CZw,1
12475,"Iran, and it’s economy, is going very bad, and fast! I will meet, or not meet, it doesn’t matter - it is up to them!",1
15395,MEXICO HAS AGREED TO IMMEDIATELY BEGIN BUYING LARGE QUANTITIES OF AGRICULTURAL PRODUCT FROM OUR GREAT PATRIOT FARMERS!,1
9059,"Nick Adams new book, Green Card Warrior, is a must read. The merit-based system is the way to go. Canada, Australia! @ foxandfriends",1
14713,"The World Trade Organization finds that the European Union subsidies to Airbus has adversely impacted the United States, which will now put Tariffs on $11 Billion of EU products! The EU has taken advantage of the U.S. on trade for many years. It will soon stop!",1
12966,"I want to know, where is the money for Border Security and the WALL in this ridiculous Spending Bill, and where will it come from after the Midterms? Dems are obstructing Law Enforcement and Border Security. REPUBLICANS MUST FINALLY GET TOUGH!",1
5148,"Just stay focused, folks.

Let’s get to work. Join our campaign: https://t.co/4oQNtuyuG7",0
10862,"Today, it was my great honor to sign the largest TAX CUTS and reform in the history of our country. Full remarks: http://45.wh.gov/TaxCuts pic.twitter.com/OeAoA0sLfx",1
11985,The Republican Party is starting to show very big numbers. People are starting to see what is being done. Results are speaking loudly. North Korea and our greatest ever economy are leading the way!,1
7336,"For the record, I have ZERO investments in Russia.",1
3045,This same poll has you losing to me by 7 points. https://t.co/cbwKoCbW7b,0
13509,"Congratulations to Ron DeSantis on becoming the new Governor of Florida. Against all odds, he fought & fought & fought, the result being a historic victory. He never gave up and never will. He will be a great Governor!",1
2652,We cannot afford four more years of Donald Trump. https://t.co/KInHL475Gt,0
2881,"We had a great night at the #DemDebate, but we need your help to keep this momentum going.

Chip in $5 now: https://t.co/gNyw13YQyR https://t.co/TqWHFrM3IK",0
11739,Great to have our incredible First Lady back home in the White House. Melania is feeling and doing really well. Thank you for all of your prayers and best wishes!,1
